DivisionNm,OTH,ALP,LNP,PartyAb,Year
SWAN,18.20894019,35.27612382,46.51493599,LNP,2010
SYDNEY,28.60778311,43.2896179,28.10259899,ALP,2010
TANGNEY,18.50893613,25.79733645,55.69372742,LNP,2010
THROSBY,13.84212227,50.52829331,35.62958443,ALP,2010
WAKEFIELD,19.35509527,49.19614148,31.44876325,ALP,2010
WANNON,23.9468595,29.4314783,46.6216622,LNP,2010
WARRINGAH,19.44640587,21.6365391,58.91705503,LNP,2010
WATSON,12.40668604,50.427974,37.16533997,ALP,2010
WENTWORTH,19.35599243,21.07273063,59.57127694,LNP,2010
WERRIWA,12.70281754,48.57264254,38.72453993,ALP,2010
WIDE BAY,17.04145351,24.10045023,58.85809625,LNP,2010
WILLS,24.39920368,51.80594397,23.79485235,ALP,2010
WRIGHT,19.13615447,27.77726206,53.08658347,LNP,2010
ADELAIDE,15.68295136,42.26075927,42.05628936,ALP,2013
ASTON,15.77319225,32.63378681,51.59302094,LNP,2013
BALLARAT,20.09331326,41.90662268,38.00006406,ALP,2013
BANKS,11.94815906,41.04270987,47.00913108,LNP,2013
BARKER,24.6768406,18.36604557,56.95711383,LNP,2013
BARTON,17.21853477,40.43074462,42.35072062,LNP,2013
BASS,17.49816357,34.65199559,47.84984084,LNP,2013
BATMAN,35.72091234,41.63234828,22.64673938,ALP,2013
BENDIGO,18.74750051,36.56438137,44.68811812,ALP,2013
BENNELONG,14.56022232,32.45069022,52.98908746,LNP,2013
BEROWRA,19.63022378,18.9296802,61.44009602,LNP,2013
BLAIR,24.59767786,41.55281784,33.8495043,ALP,2013
BLAXLAND,11.55071185,55.72994615,32.71934201,ALP,2013
BONNER,17.19106619,36.01355443,46.79537938,LNP,2013
BOOTHBY,18.87982864,30.76972017,50.35045119,LNP,2013
BOWMAN,20.84340122,29.87803475,49.27856403,LNP,2013
BRADDON,15.55734126,37.58717933,46.85547941,LNP,2013
BRADFIELD,18.55802625,16.59825899,64.84371476,LNP,2013
BRAND,20.89069478,40.39435517,38.71495004,ALP,2013
BRISBANE,21.89000311,30.12192454,47.98807235,LNP,2013
BRUCE,15.14671184,41.89727146,42.9560167,ALP,2013
CALARE,16.95958302,25.38790885,57.65250813,LNP,2013
CALWELL,21.70823059,49.80575071,28.4860187,ALP,2013
CANBERRA,21.07133002,41.05701573,37.87165425,ALP,2013
CANNING,20.36206254,26.64391534,52.99402213,LNP,2013
CAPRICORNIA,21.74509238,37.82958045,40.42532717,LNP,2013
CASEY,22.97552215,27.8451129,49.17936495,LNP,2013
CHARLTON,25.03356481,46.44097222,28.52546296,ALP,2013
CHIFLEY,15.52593529,52.30070109,32.17336363,ALP,2013
CHISHOLM,16.37924027,39.50225877,44.11850097,ALP,2013
COOK,14.88856867,24.7564979,60.35493342,LNP,2013
CORANGAMITE,19.06983761,32.03413756,48.89602483,LNP,2013
CORIO,21.29347501,43.50769504,35.19882996,ALP,2013
COWAN,18.11987486,32.28895104,49.5911741,LNP,2013
COWPER,21.58883049,25.36525504,53.04591447,LNP,2013
CUNNINGHAM,20.80568564,45.53999364,33.65432072,ALP,2013
CURTIN,20.03301887,17.9115566,62.05542453,LNP,2013
DAWSON,24.06445796,29.70681214,46.2287299,LNP,2013
DEAKIN,21.39052584,32.73232094,45.87715322,LNP,2013
DENISON,52.02313922,24.74816815,23.22869263,OTH,2013
DICKSON,20.67022815,31.31619465,48.01357719,LNP,2013
DOBELL,23.53726492,35.11492919,41.3478059,LNP,2013
DUNKLEY,20.36754839,30.88111538,48.75133623,LNP,2013
DURACK,18.54503215,20.28472635,61.1702415,LNP,2013
EDEN-MONARO,15.94840617,38.782708,45.26888583,LNP,2013
FADDEN,24.17046234,22.21750796,53.6120297,LNP,2013
FAIRFAX,40.44464406,18.23607976,41.31927618,OTH,2013
FARRER,18.44787701,23.74572269,57.80640031,LNP,2013
FISHER,33.57165223,21.26213339,45.16621438,LNP,2013
FLINDERS,19.46636003,25.1977726,55.33586738,LNP,2013
FLYNN,20.54249971,33.43622121,46.02127908,LNP,2013
FORDE,23.45768521,34.00210915,42.54020564,LNP,2013
FORREST,18.57345211,25.26134648,56.16520141,LNP,2013
FOWLER,12.48028692,60.75698225,26.76273083,ALP,2013
FRANKLIN,21.35453789,39.93377287,38.71168924,ALP,2013
FRASER,23.72167125,44.65925837,31.61907038,ALP,2013
FREMANTLE,21.04858337,40.81599853,38.1354181,ALP,2013
GELLIBRAND,27.24515952,46.04293496,26.71190552,ALP,2013
GILMORE,18.95512022,35.04503412,45.99984566,LNP,2013
GIPPSLAND,23.08997342,23.14878697,53.76123961,LNP,2013
GOLDSTEIN,19.65647802,23.83349339,56.51002859,LNP,2013
GORTON,23.78272879,50.7327596,25.48451161,ALP,2013
GRAYNDLER,28.10839353,47.19635093,24.69525554,ALP,2013
GREENWAY,15.47927236,44.4840436,40.03668404,ALP,2013
GREY,17.04662102,27.30369652,55.64968246,LNP,2013
GRIFFITH,17.41716719,40.36385099,42.21898182,ALP,2013
GROOM,22.25605945,22.10265559,55.64128496,LNP,2013
HASLUCK,21.84042069,32.74255798,45.41702133,LNP,2013
HERBERT,27.27176756,29.38430319,43.34392925,LNP,2013
HIGGINS,21.54810038,24.08397952,54.3679201,LNP,2013
HINDMARSH,15.87761709,37.95478349,46.16759942,LNP,2013
HINKLER,27.64812547,27.60220422,44.74967031,LNP,2013
HOLT,19.174038,48.1934178,32.6325442,ALP,2013
HOTHAM,15.72610198,47.12944543,37.14445259,ALP,2013
HUGHES,13.24640135,32.06999718,54.68360147,LNP,2013
HUME,19.97714135,26.05776205,53.9650966,LNP,2013
HUNTER,20.39771471,44.49680595,35.10547934,ALP,2013
INDI,43.66766618,11.65167391,44.68065991,OTH,2013
ISAACS,18.460811,41.33067306,40.20851594,ALP,2013
JAGAJAGA,20.05349053,38.00338409,41.94312538,ALP,2013
KENNEDY,42.7818932,16.38149368,40.83661312,OTH,2013
KINGSFORD SMITH,14.48381589,42.01595763,43.50022647,ALP,2013
KINGSTON,18.33996589,49.26435475,32.39567936,ALP,2013
KOOYONG,21.87592724,22.43055714,55.69351562,LNP,2013
LA TROBE,21.89026174,32.05725474,46.05248351,LNP,2013
LALOR,25.56837044,45.17407181,29.25755775,ALP,2013
LEICHHARDT,22.16738999,32.57268188,45.25992813,LNP,2013
LILLEY,18.46927337,40.20821079,41.32251584,ALP,2013
LINDSAY,14.33297588,39.02895343,46.63807068,LNP,2013
LINGIARI,22.02133901,39.74879941,38.22986158,ALP,2013
LONGMAN,24.51008474,30.65162907,44.83828619,LNP,2013
LYNE,25.53423387,21.27891472,53.18685141,LNP,2013
LYONS,18.78937523,36.82304527,44.3875795,LNP,2013
MACARTHUR,15.03958404,30.63087438,54.32954158,LNP,2013
MACKELLAR,20.32982813,17.23810365,62.43206822,LNP,2013
MACQUARIE,21.64272052,30.9950625,47.36221698,LNP,2013
MAKIN,17.23789006,45.55969012,37.20241981,ALP,2013
MALLEE,16.52142508,17.49889321,65.97968171,LNP,2013
MARANOA,26.29020777,16.29332206,57.41647017,LNP,2013
MARIBYRNONG,19.0729829,47.89551361,33.03150349,ALP,2013
MAYO,25.04102396,21.14101302,53.81796302,LNP,2013
MCEWEN,22.03908711,37.61665399,40.3442589,ALP,2013
MCMAHON,9.221821537,50.18759334,40.59058512,ALP,2013
MCMILLAN,24.58595879,25.05215429,50.36188692,LNP,2013
MCPHERSON,27.09250304,22.75012963,50.15736732,LNP,2013
MELBOURNE,49.89749553,26.9628706,23.13963386,OTH,2013
MELBOURNE PORTS,27.28281919,31.67022313,41.04695768,ALP,2013
MENZIES,15.45841497,25.66042835,58.88115668,LNP,2013
MITCHELL,14.0021707,20.52350822,65.47432108,LNP,2013
MONCRIEFF,23.48881066,20.82222781,55.68896153,LNP,2013
MOORE,20.91012885,26.00834168,53.08152946,LNP,2013
MORETON,19.0335844,38.72939635,42.23701925,ALP,2013
MURRAY,17.85038092,20.73998107,61.40963801,LNP,2013
NEW ENGLAND,33.93398986,11.85794565,54.2080645,LNP,2013
NEWCASTLE,21.60594187,43.73472133,34.6593368,ALP,2013
NORTH SYDNEY,18.91506874,20.04228473,61.04264653,LNP,2013
O'CONNOR,18.27414859,17.25124227,64.47460914,LNP,2013
OXLEY,18.46782512,43.09688169,38.43529318,ALP,2013
PAGE,14.55867807,38.79211032,46.64921161,LNP,2013
PARKES,15.19103256,20.79678725,64.01218019,LNP,2013
PARRAMATTA,14.42659555,41.25907089,44.31433356,ALP,2013
PATERSON,16.51112871,29.62797158,53.86089971,LNP,2013
PEARCE,23.5432187,25.88359356,50.57318774,LNP,2013
PERTH,18.93514667,41.25221543,39.8126379,ALP,2013
PETRIE,19.82851537,39.51654899,40.65493563,LNP,2013
PORT ADELAIDE,23.09915494,50.57637996,26.3244651,ALP,2013
RANKIN,21.44659984,42.18408211,36.36931805,ALP,2013
REID,12.32405854,40.56790641,47.10803505,LNP,2013
RICHMOND,28.89021788,33.50805601,37.60172612,ALP,2013
RIVERINA,20.39375718,20.42672184,59.17952099,LNP,2013
ROBERTSON,21.75229975,34.82835988,43.41934036,LNP,2013
RYAN,22.80979293,25.51332126,51.67688581,LNP,2013
SCULLIN,20.60091054,50.26078501,29.13830446,ALP,2013
SHORTLAND,13.50471852,48.68671842,37.80856306,ALP,2013
SOLOMON,19.87570664,35.43296769,44.69132567,LNP,2013
STIRLING,19.85311823,28.3301228,51.81675897,LNP,2013
STURT,16.70573476,28.89717939,54.39708585,LNP,2013
SWAN,20.53369516,30.60496046,48.86134438,LNP,2013
SYDNEY,23.44953546,46.03351068,30.51695386,ALP,2013
TANGNEY,18.50270891,24.32628937,57.17100171,LNP,2013
THROSBY,17.03458818,45.00373254,37.96167929,ALP,2013
WAKEFIELD,20.58558063,41.52228949,37.89212988,ALP,2013
WANNON,16.74111698,29.52767511,53.73120791,LNP,2013
WARRINGAH,19.79244797,19.3211459,60.88640613,LNP,2013
WATSON,11.75123371,49.50778185,38.74098444,ALP,2013
WENTWORTH,17.30810999,19.37361539,63.31827462,LNP,2013
WERRIWA,16.24342522,44.09077398,39.6658008,ALP,2013
WIDE BAY,30.41809523,20.70817585,48.87372892,LNP,2013
WILLS,32.01460273,45.14382141,22.84157586,ALP,2013
WRIGHT,30.7691355,21.38593015,47.84493436,LNP,2013
ADELAIDE,27.64171481,35.92585615,36.43242904,ALP,2016
ASTON,18.06487042,31.0716706,50.86345898,LNP,2016
BALLARAT,17.80118108,43.26711495,38.93170397,ALP,2016
BANKS,16.16239202,39.95235551,43.88525247,LNP,2016
BARKER,38.20318704,15.2077929,46.58902006,LNP,2016
BARTON,16.85936467,47.75033637,35.39029897,ALP,2016
BASS,20.7978844,40.50321118,38.69890442,ALP,2016
BATMAN,44.83524045,35.27152862,19.89323093,ALP,2016
BENDIGO,20.10912485,38.35369168,41.53718347,ALP,2016
BENNELONG,21.10353352,28.48283115,50.41363533,LNP,2016
BEROWRA,23.02349575,19.88257443,57.09392982,LNP,2016
BLAIR,29.39533027,41.89723784,28.70743189,ALP,2016
BLAXLAND,11.87707329,63.30600238,24.81692433,ALP,2016
BONNER,18.69556997,34.86191594,46.4425141,LNP,2016
BOOTHBY,34.23725968,24.52145076,41.24128956,LNP,2016
BOWMAN,18.18250745,32.05199025,49.7655023,LNP,2016
BRADDON,18.451571,40.04515092,41.50327808,ALP,2016
BRADFIELD,21.86919281,17.00877886,61.12202832,LNP,2016
BRAND,20.89135809,47.48403045,31.62461147,ALP,2016
BRISBANE,24.14751924,26.00159193,49.85088883,LNP,2016
BRUCE,15.61220065,44.33575869,40.05204067,ALP,2016
BURT,17.60236136,47.02932739,35.36831124,ALP,2016
CALARE,25.35850336,27.05678215,47.58471449,LNP,2016
CALWELL,15.52956104,56.80705191,27.66338705,ALP,2016
CANBERRA,19.58747669,42.79909882,37.61342449,ALP,2016
CANNING,12.42455086,33.04139939,54.53404976,LNP,2016
CAPRICORNIA,21.85468777,38.09086269,40.05444955,LNP,2016
CASEY,22.10319741,28.36898657,49.52781603,LNP,2016
CHIFLEY,16.24069464,61.09455527,22.66475008,ALP,2016
CHISHOLM,18.79035978,35.93173432,45.2779059,LNP,2016
COOK,15.08015539,26.57219456,58.34765005,LNP,2016
CORANGAMITE,22.82430881,30.75383318,46.42185801,LNP,2016
CORIO,19.23862975,45.62609202,35.13527823,ALP,2016
COWAN,16.10508491,41.67811917,42.21679592,ALP,2016
COWPER,40.42335202,13.60815774,45.96849024,LNP,2016
CUNNINGHAM,22.95303537,47.88700425,29.15996038,ALP,2016
CURTIN,18.78760319,15.71288653,65.49951028,LNP,2016
DAWSON,24.60465116,32.78848283,42.606866,LNP,2016
DEAKIN,18.92808083,31.04200824,50.02991093,LNP,2016
DENISON,57.08884688,23.00687131,19.90428181,OTH,2016
DICKSON,20.50410742,34.93671164,44.55918094,LNP,2016
DOBELL,19.27508948,42.8801953,37.84471523,ALP,2016
DUNKLEY,24.09483386,33.17169319,42.73347295,LNP,2016
DURACK,16.37914173,25.89680397,57.7240543,LNP,2016
EDEN-MONARO,16.78328341,41.88146376,41.33525283,ALP,2016
FADDEN,24.71589638,26.13865151,49.14545211,LNP,2016
FAIRFAX,30.95508474,20.60716178,48.43775348,LNP,2016
FARRER,24.02178527,18.10538523,57.8728295,LNP,2016
FENNER,22.81530696,45.79510087,31.38959217,ALP,2016
FISHER,27.06500328,24.6761774,48.25881932,LNP,2016
FLINDERS,21.36668833,27.03349282,51.59981885,LNP,2016
FLYNN,29.55844215,33.38535332,37.05620453,LNP,2016
FORDE,21.72208318,37.64390418,40.63401263,LNP,2016
FORREST,22.34003613,23.13823193,54.52173194,LNP,2016
FOWLER,13.44697417,60.82222484,25.73080099,ALP,2016
FRANKLIN,17.7295387,47.01251311,35.25794819,ALP,2016
FREMANTLE,22.14053443,40.99156416,36.86790141,ALP,2016
GELLIBRAND,26.47781252,46.89613383,26.62605365,ALP,2016
GILMORE,15.48914887,39.23271525,45.27813587,LNP,2016
GIPPSLAND,23.6448954,20.01299109,56.34211352,LNP,2016
GOLDSTEIN,21.7874706,21.87940988,56.33311952,LNP,2016
GORTON,9.877172417,62.29040314,27.83242444,ALP,2016
GRAYNDLER,30.61918519,46.06696845,23.31384636,ALP,2016
GREENWAY,16.50595512,49.08007139,34.41397349,ALP,2016
GREY,35.70919934,21.55525391,42.73554675,LNP,2016
GRIFFITH,25.81237837,33.18439277,41.00322886,ALP,2016
GROOM,23.80133045,22.20237378,53.99629577,LNP,2016
HASLUCK,19.79052566,35.26356599,44.94590836,LNP,2016
HERBERT,34.04688862,30.45156616,35.50154522,ALP,2016
HIGGINS,33.05202069,14.94611866,52.00186065,LNP,2016
HINDMARSH,25.61102497,34.02460421,40.36437082,ALP,2016
HINKLER,29.43982677,26.70380855,43.85636468,LNP,2016
HOLT,16.40770852,53.70470742,29.88758406,ALP,2016
HOTHAM,16.94621633,45.753981,37.29980267,ALP,2016
HUGHES,16.15232042,31.87915885,51.96852073,LNP,2016
HUME,14.33086128,31.83570706,53.83343165,LNP,2016
HUNTER,21.86780835,51.79234134,26.33985031,ALP,2016
INDI,45.37426362,9.79176143,44.83397495,OTH,2016
ISAACS,15.15518547,44.49443063,40.35038391,ALP,2016
JAGAJAGA,19.76847344,39.20588553,41.02564103,ALP,2016
KENNEDY,48.5106383,19.16056273,32.32879898,OTH,2016
KINGSFORD SMITH,15.08780689,47.36796405,37.54422906,ALP,2016
KINGSTON,27.27029371,49.41696737,23.31273891,ALP,2016
KOOYONG,21.97371199,19.80489539,58.22139262,LNP,2016
LA TROBE,26.3907038,31.37466657,42.23462963,LNP,2016
LALOR,17.22367928,51.80029974,30.97602098,ALP,2016
LEICHHARDT,32.43288893,28.08192956,39.48518152,LNP,2016
LILLEY,17.46157206,43.49169041,39.04673753,ALP,2016
LINDSAY,17.66190848,42.08358195,40.25450957,ALP,2016
LINGIARI,28.48746356,39.78075802,31.73177843,ALP,2016
LONGMAN,24.89511451,35.71952589,39.38535959,ALP,2016
LYNE,23.86758183,26.56190419,49.57051398,LNP,2016
LYONS,19.5460848,38.56965628,41.88425892,ALP,2016
MACARTHUR,12.2642139,51.88406442,35.85172168,ALP,2016
MACKELLAR,31.50980726,17.32332043,51.16687231,LNP,2016
MACQUARIE,26.27170538,35.51589905,38.21239557,ALP,2016
MAKIN,29.62155841,41.83905602,28.53938556,ALP,2016
MALLEE,14.26039833,21.42775478,64.31184689,LNP,2016
MARANOA,32.53339848,18.274495,49.19210652,LNP,2016
MARIBYRNONG,17.21017968,50.51687022,32.2729501,ALP,2016
MAYO,48.72156104,13.51928172,37.75915724,OTH,2016
MCEWEN,19.24823322,44.68904594,36.06272085,ALP,2016
MCMAHON,16.5089844,53.44034031,30.05067528,ALP,2016
MCMILLAN,22.87531832,29.26150157,47.86318011,LNP,2016
MCPHERSON,20.70757163,26.0002705,53.29215788,LNP,2016
MELBOURNE,50.29763478,24.45574599,25.24661923,OTH,2016
MELBOURNE PORTS,31.10401019,26.99831386,41.89767595,ALP,2016
MENZIES,23.67259933,24.6031837,51.72421697,LNP,2016
MITCHELL,14.90164258,24.60580276,60.49255466,LNP,2016
MONCRIEFF,16.65425779,24.37878083,58.96696138,LNP,2016
MOORE,16.32760295,28.69153007,54.98086698,LNP,2016
MORETON,25.31313274,36.89551255,37.79135471,ALP,2016
MURRAY,17.64338302,14.98363934,67.37297764,LNP,2016
NEW ENGLAND,40.70249674,7.012336323,52.28516694,LNP,2016
NEWCASTLE,22.95964126,47.12248703,29.91787172,ALP,2016
NORTH SYDNEY,31.71166885,16.80093429,51.48739687,LNP,2016
O'CONNOR,18.07808222,20.9239193,60.99799848,LNP,2016
OXLEY,21.83035232,46.08749895,32.08214873,ALP,2016
PAGE,20.85229228,34.86311322,44.2845945,LNP,2016
PARKES,12.77432734,28.57173399,58.65393866,LNP,2016
PARRAMATTA,19.16437053,46.46192485,34.37370462,ALP,2016
PATERSON,22.43574369,46.0586801,31.50557621,ALP,2016
PEARCE,15.61724423,34.25062046,50.13213531,LNP,2016
PERTH,20.32978202,37.36413531,42.30608267,ALP,2016
PETRIE,16.92153503,38.38220555,44.69625942,LNP,2016
PORT ADELAIDE,33.13335208,48.23922757,18.62742035,ALP,2016
RANKIN,22.03270782,49.33917095,28.62812123,ALP,2016
REID,14.86473062,36.33453646,48.80073292,LNP,2016
RICHMOND,31.34311673,31.04839529,37.60848798,ALP,2016
RIVERINA,17.28164173,25.51961181,57.19874646,LNP,2016
ROBERTSON,16.89075013,38.42585304,44.68339683,LNP,2016
RYAN,25.08125448,22.78713435,52.13161116,LNP,2016
SCULLIN,14.50281151,57.00474508,28.4924434,ALP,2016
SHORTLAND,13.62736898,51.16791448,35.20471654,ALP,2016
SOLOMON,24.68260511,40.86837043,34.44902446,ALP,2016
STIRLING,18.37473308,32.17357735,49.45168957,LNP,2016
STURT,33.35196492,22.19988821,44.44814687,LNP,2016
SWAN,18.81157711,33.00778851,48.18063438,LNP,2016
SYDNEY,27.10921502,43.74175199,29.14903299,ALP,2016
TANGNEY,27.63836534,23.54933285,48.8123018,LNP,2016
WAKEFIELD,33.81213972,39.81633015,26.37153013,ALP,2016
WANNON,16.05624335,30.71088454,53.23287211,LNP,2016
WARRINGAH,33.56218125,14.79242148,51.64539727,LNP,2016
WATSON,19.22004902,55.39069633,25.38925465,ALP,2016
WENTWORTH,20.00903772,17.73414831,62.25681397,LNP,2016
WERRIWA,11.29687448,52.14355256,36.55957297,ALP,2016
WHITLAM,14.5173251,52.76155261,32.7211223,ALP,2016
WIDE BAY,33.61367909,22.58452091,43.8018,LNP,2016
WILLS,40.42483105,37.64929655,21.9258724,ALP,2016
WRIGHT,35.40954279,22.76999026,41.82046695,LNP,2016
ADELAIDE,23.57227494,40.27113014,36.15659492,ALP,2019
ASTON,15.49305625,29.81216905,54.6947747,LNP,2019
BALLARAT,21.56540031,47.79466903,30.63993066,ALP,2019
BANKS,12.73302082,36.3468876,50.92009157,LNP,2019
BARKER,18.46383889,21.01432817,60.52183295,LNP,2019
BARTON,17.31900742,49.19194279,33.4890498,ALP,2019
BASS,21.55878545,34.74022667,43.70098788,LNP,2019
BEAN,30.41672495,38.14007037,31.44320468,ALP,2019
BENDIGO,24.70072102,43.61554578,31.68373319,ALP,2019
BENNELONG,15.15393801,34.0262707,50.81979129,LNP,2019
BEROWRA,21.69840442,21.09806593,57.20352965,LNP,2019
BLAIR,39.71227522,31.2608809,29.02684389,ALP,2019
BLAXLAND,13.4021384,57.77769528,28.82016632,ALP,2019
BONNER,19.40819858,31.09877159,49.49302982,LNP,2019
BOOTHBY,20.17327292,34.6337846,45.19294247,LNP,2019
BOWMAN,24.73687957,26.58863726,48.67448317,LNP,2019
BRADDON,27.6849642,32.06093779,40.25409801,LNP,2019
BRADFIELD,18.48808546,21.17782886,60.33408568,LNP,2019
BRAND,29.77904346,40.38113033,29.83982621,ALP,2019
BRISBANE,27.66852693,24.49071667,47.8407564,LNP,2019
BRUCE,15.21603611,55.58147034,29.20249355,ALP,2019
BURT,25.62698773,40.95638346,33.41662881,ALP,2019
CALARE,33.16009512,22.12526849,44.71463639,LNP,2019
CALWELL,20.99323057,53.87526872,25.13150071,ALP,2019
CANBERRA,31.65515086,40.4951217,27.84972744,ALP,2019
CANNING,23.45200898,27.50077014,49.04722088,LNP,2019
CAPRICORNIA,35.6132049,23.73913923,40.64765587,LNP,2019
CASEY,26.15398485,28.60019233,45.24582282,LNP,2019
CHIFLEY,17.77575105,54.30191416,27.92233479,ALP,2019
CHISHOLM,22.32090181,34.3036241,43.37547408,LNP,2019
CLARK,62.40790976,20.22057189,17.37151836,OTH,2019
COOK,13.19889814,23.09860353,63.70249832,LNP,2019
COOPER,33.71733979,46.77937239,19.50328782,ALP,2019
CORANGAMITE,22.19641803,35.47234796,42.33123401,ALP,2019
CORIO,18.54747246,47.60409916,33.84842839,ALP,2019
COWAN,22.46473313,38.12829246,39.40697441,ALP,2019
COWPER,39.14506103,13.78875749,47.06618149,LNP,2019
CUNNINGHAM,22.42518152,46.60746745,30.96735103,ALP,2019
CURTIN,28.19833375,17.61918663,54.18247962,LNP,2019
DAWSON,36.76379557,20.2833958,42.95280863,LNP,2019
DEAKIN,19.62084528,32.53657383,47.84258088,LNP,2019
DICKSON,22.7441515,31.32607171,45.92977679,LNP,2019
DOBELL,17.77571881,41.49014815,40.73413305,ALP,2019
DUNKLEY,21.59602594,38.52294791,39.88102615,ALP,2019
DURACK,24.02439495,21.54115361,54.43445144,LNP,2019
EDEN-MONARO,16.87504408,39.16823663,43.95671929,ALP,2019
FADDEN,28.77319672,22.50956672,48.71723656,LNP,2019
FAIRFAX,28.89492011,21.48299877,49.62208111,LNP,2019
FARRER,34.65022777,14.63871094,50.7110613,LNP,2019
FENNER,20.48180255,44.8605035,34.65769395,ALP,2019
FISHER,27.73402795,22.22255876,50.04341329,LNP,2019
FLINDERS,28.5471161,24.73595181,46.71693209,LNP,2019
FLYNN,33.46300457,28.64840091,37.88859452,LNP,2019
FORDE,26.99215592,29.50597592,43.50186816,LNP,2019
FORREST,26.38234839,21.1425792,52.47507241,LNP,2019
FOWLER,15.41881813,54.53600115,30.04518072,ALP,2019
FRANKLIN,24.73776348,43.99453466,31.26770185,ALP,2019
FRASER,23.68327229,50.46402835,25.85269936,ALP,2019
FREMANTLE,27.00789217,38.01850653,34.97360131,ALP,2019
GELLIBRAND,22.01743614,48.65676792,29.32579594,ALP,2019
GILMORE,22.11800106,36.19343035,41.68856859,ALP,2019
GIPPSLAND,22.80767082,23.19659074,53.99573843,LNP,2019
GOLDSTEIN,19.02432149,28.30595152,52.66972699,LNP,2019
GORTON,23.84378863,50.0818884,26.07432297,ALP,2019
GRAYNDLER,27.38639447,50.85686852,21.75673701,ALP,2019
GREENWAY,13.45137006,45.96626425,40.58236569,ALP,2019
GREY,26.52856052,22.82521484,50.64622464,LNP,2019
GRIFFITH,28.07251774,30.95455595,40.97292631,ALP,2019
GROOM,28.00372978,18.66042243,53.33584779,LNP,2019
HASLUCK,25.73990499,30.63182898,43.62826603,LNP,2019
HERBERT,37.43812352,25.45013436,37.11174212,LNP,2019
HIGGINS,26.76108203,25.37669938,47.8622186,LNP,2019
HINDMARSH,20.16061677,43.09118443,36.7481988,ALP,2019
HINKLER,31.04586877,22.92895391,46.02517732,LNP,2019
HOLT,13.4052193,50.72607644,35.86870426,ALP,2019
HOTHAM,15.76229816,45.1767013,39.06100054,ALP,2019
HUGHES,16.37850687,30.46150946,53.15998366,LNP,2019
HUME,20.13822456,26.57406142,53.28771402,LNP,2019
HUNTER,38.96359751,37.56983514,23.46656735,ALP,2019
INDI,43.37533183,12.0864535,44.53821467,OTH,2019
ISAACS,20.01714221,44.78040418,35.20245361,ALP,2019
JAGAJAGA,19.35827017,42.02440496,38.61732486,ALP,2019
KENNEDY,55.54443816,16.97916214,27.4763997,OTH,2019
KINGSFORD SMITH,18.40192422,45.16932271,36.42875307,ALP,2019
KINGSTON,17.69968232,50.57927433,31.72104335,ALP,2019
KOOYONG,33.76283715,16.82941361,49.40774925,LNP,2019
LA TROBE,19.78538642,34.49219265,45.72242094,LNP,2019
LALOR,17.12664711,52.33057959,30.54277331,ALP,2019
LEICHHARDT,33.6203152,28.78654564,37.59313917,LNP,2019
LILLEY,23.57952487,35.6441178,40.77635733,ALP,2019
LINDSAY,17.93168588,35.61491946,46.45339466,LNP,2019
LINGIARI,18.29499938,44.79910806,36.90589255,ALP,2019
LONGMAN,27.31217792,34.10280364,38.58501843,LNP,2019
LYNE,26.56157343,24.08677604,49.35165052,LNP,2019
LYONS,23.68509306,36.45827511,39.85663183,ALP,2019
MACARTHUR,21.3750201,47.77596881,30.8490111,ALP,2019
MACKELLAR,30.04823838,16.94245995,53.00930166,LNP,2019
MACNAMARA,30.85115149,31.77913731,37.3697112,ALP,2019
MACQUARIE,16.87244072,38.272942,44.85461728,ALP,2019
MAKIN,18.69751837,48.41992803,32.88255361,ALP,2019
MALLEE,37.62030119,15.69057947,46.68911934,LNP,2019
MARANOA,28.44221647,15.5530401,56.00474342,LNP,2019
MARIBYRNONG,18.3900757,47.05223733,34.55768697,ALP,2019
MAYO,48.68827434,13.65863183,37.65309383,OTH,2019
MCEWEN,26.06420606,39.43804095,34.497753,ALP,2019
MCMAHON,20.61175975,46.08223156,33.30600869,ALP,2019
MCPHERSON,28.9112742,22.84670507,48.24202073,LNP,2019
MELBOURNE,58.79179919,19.7401788,21.46802201,OTH,2019
MENZIES,18.22915607,30.04190143,51.7289425,LNP,2019
MITCHELL,14.00705625,23.9446044,62.04833935,LNP,2019
MONASH,24.20756163,29.51403748,46.27840089,LNP,2019
MONCRIEFF,26.91608917,21.56463843,51.5192724,LNP,2019
MOORE,24.23546109,24.51030086,51.25423805,LNP,2019
MORETON,24.01425388,35.15368152,40.83206461,ALP,2019
NEW ENGLAND,32.43115495,12.75174681,54.81709823,LNP,2019
NEWCASTLE,25.05457615,45.73432816,29.2110957,ALP,2019
NICHOLLS,29.32460228,19.40666583,51.2687319,LNP,2019
NORTH SYDNEY,22.9542732,25.0826139,51.96311289,LNP,2019
O'CONNOR,24.17953163,21.2234024,54.59706597,LNP,2019
OXLEY,22.90246678,42.53173227,34.56580096,ALP,2019
PAGE,24.01457222,26.35851726,49.62691052,LNP,2019
PARKES,25.67800579,23.55990293,50.76209128,LNP,2019
PARRAMATTA,13.63528995,45.08208338,41.28262667,ALP,2019
PATERSON,26.40721951,41.07624816,32.51653234,ALP,2019
PEARCE,25.8849314,29.04936801,45.06570059,LNP,2019
PERTH,28.16112923,34.44120129,37.39766949,ALP,2019
PETRIE,21.03408565,30.85524179,48.11067256,LNP,2019
RANKIN,26.33110687,41.93225191,31.73664122,ALP,2019
