DivisionNm,OTH,ALP,LNP,PartyAb,Year
COWAN,11.98,41.58,46.44,LNP,1996
COWPER,11.72,31.98,56.3,LNP,1996
CUNNINGHAM,17.6,52.59,29.81,ALP,1996
CURTIN,41.06,19.79,39.15,OTH,1996
DAWSON,4.89,35.5,59.61,LNP,1996
DEAKIN,16.62,38.65,44.72,LNP,1996
DENISON,13.43,52.27,34.3,ALP,1996
DICKSON,12.09,39.92,48,LNP,1996
DOBELL,12.83,43.86,43.31,ALP,1996
DUNKLEY,11.48,40.1,48.42,LNP,1996
EDEN-MONARO,16.14,37.9,45.95,LNP,1996
FADDEN,13.18,25.98,60.84,LNP,1996
FAIRFAX,13.89,23.97,62.14,LNP,1996
FARRER,8.99,24.67,66.34,LNP,1996
FISHER,11.46,22.88,65.66,LNP,1996
FLINDERS,13.08,33.22,53.7,LNP,1996
FORDE,11.31,33.62,55.07,LNP,1996
FORREST,14,29.01,56.99,LNP,1996
FOWLER,12.54,61.06,26.4,ALP,1996
FRANKLIN,13.28,45.95,40.76,ALP,1996
FRASER,9.9,50.51,39.59,ALP,1996
FREMANTLE,12.67,46.93,40.4,ALP,1996
GELLIBRAND,14.76,63.45,21.79,ALP,1996
GILMORE,11.17,38.31,50.51,LNP,1996
GIPPSLAND,12.81,25.98,61.21,LNP,1996
GOLDSTEIN,12.65,32.08,55.27,LNP,1996
GRAYNDLER,25.93,50.48,23.59,ALP,1996
GREENWAY,18.28,43.69,38.04,ALP,1996
GREY,9.27,36.43,54.29,LNP,1996
GRIFFITH,11.18,41.34,47.49,LNP,1996
GROOM,13.06,22.13,64.82,LNP,1996
GWYDIR,9.41,28.27,62.32,LNP,1996
HERBERT,9.48,36.65,53.86,LNP,1996
HIGGINS,13.68,30.52,55.8,LNP,1996
HINDMARSH,12.29,35.75,51.96,LNP,1996
HINKLER,8.41,36.12,55.47,LNP,1996
HOLT,12.76,55.19,32.05,ALP,1996
HOTHAM,9.04,55.04,35.92,ALP,1996
HUGHES,12.97,38.05,48.98,LNP,1996
HUME,8.19,34.77,57.04,LNP,1996
HUNTER,12.22,50.74,37.04,ALP,1996
INDI,9.38,28.03,62.59,LNP,1996
ISAACS,13.9,44.05,42.06,ALP,1996
JAGAJAGA,13.13,44.16,42.71,ALP,1996
KALGOORLIE,40.97,34.73,24.3,OTH,1996
KENNEDY,10.5,29.58,59.91,LNP,1996
KINGSFORD SMITH,13.4,51.58,35.02,ALP,1996
KINGSTON,17.55,39.55,42.89,LNP,1996
KOOYONG,15.72,27.28,57,LNP,1996
LA TROBE,16.71,38.83,44.46,LNP,1996
LALOR,10.03,61.85,28.12,ALP,1996
LEICHHARDT,9.75,38.05,52.21,LNP,1996
LILLEY,10.71,43.18,46.11,LNP,1996
LINDSAY,17.17,40.32,42.52,LNP,1996
LONGMAN,12.93,30.69,56.38,LNP,1996
LOWE,14.22,39.1,46.68,LNP,1996
LYNE,12.14,29.01,58.85,LNP,1996
LYONS,9.37,44.42,46.2,ALP,1996
MACARTHUR,14.61,32.02,53.38,LNP,1996
MACKELLAR,25.84,19.51,54.66,LNP,1996
MACQUARIE,18.28,33.63,48.09,LNP,1996
MAKIN,14.68,40.75,44.55,LNP,1996
MALLEE,7.03,23.51,69.45,LNP,1996
MARANOA,8.49,21.02,70.49,LNP,1996
MARIBYRNONG,9.96,62.7,27.32,ALP,1996
MAYO,17.8,25.17,57.02,LNP,1996
MCEWEN,14.77,39.1,46.13,LNP,1996
MCMILLAN,10.87,40.86,48.26,LNP,1996
MCPHERSON,12.26,26.17,61.57,LNP,1996
MELBOURNE,18.16,57.73,24.09,ALP,1996
MELBOURNE PORTS,13.69,46.58,39.73,ALP,1996
MENZIES,10.62,33.87,55.52,LNP,1996
MITCHELL,13.41,19.16,67.43,LNP,1996
MONCRIEFF,12.4,22.78,64.81,LNP,1996
MOORE,44.28,28.43,27.29,OTH,1996
MORETON,12.91,36.92,50.18,LNP,1996
MURRAY,5.69,21.42,72.88,LNP,1996
NAMADGI,9.8,45.06,45.14,ALP,1996
NEW ENGLAND,14.65,24.86,60.5,LNP,1996
NEWCASTLE,19.43,50.14,30.43,ALP,1996
NORTH SYDNEY,17.44,25.27,57.29,LNP,1996
NORTHERN TERRITORY,11.46,43.5,45.04,LNP,1996
O'CONNOR,8.17,17.76,74.07,LNP,1996
OXLEY,12.04,39.36,48.61,OTH,1996
PAGE,9.37,38.04,52.59,LNP,1996
PARKES,10.61,38.18,51.21,LNP,1996
PARRAMATTA,12.91,39.43,47.65,LNP,1996
PATERSON,10.98,43.35,45.67,LNP,1996
PEARCE,16.92,28.91,54.18,LNP,1996
PERTH,14.9,47.56,37.53,ALP,1996
PETRIE,12.39,36.38,51.23,LNP,1996
PORT ADELAIDE,14.76,48.43,36.81,ALP,1996
PROSPECT,11.35,56.68,31.97,ALP,1996
RANKIN,13.98,45,41.02,ALP,1996
REID,8.31,57.15,34.53,ALP,1996
RICHMOND,11.5,34.64,53.86,LNP,1996
RIVERINA,7.83,26.2,65.97,LNP,1996
ROBERTSON,13.9,39.3,46.79,LNP,1996
RYAN,15.01,25.13,59.85,LNP,1996
SCULLIN,12.45,63.28,24.27,ALP,1996
SHORTLAND,14.63,50.88,34.49,ALP,1996
STIRLING,11.49,38.43,50.09,LNP,1996
STURT,14.02,31.91,54.07,LNP,1996
SWAN,20.81,36.86,42.34,LNP,1996
SYDNEY,24.01,48.38,27.62,ALP,1996
TANGNEY,14.56,29.99,55.45,LNP,1996
THROSBY,17.47,60.83,21.7,ALP,1996
WAKEFIELD,16.34,22.79,60.87,LNP,1996
WANNON,9.07,33.42,57.5,LNP,1996
WARRINGAH,15.63,26.64,57.72,LNP,1996
WATSON,11.48,55.11,33.41,ALP,1996
WENTWORTH,16.19,31.8,52.01,LNP,1996
WERRIWA,18.4,47.9,33.71,ALP,1996
WIDE BAY,14.01,26.44,59.55,LNP,1996
WILLS,28.78,49.98,21.24,ALP,1996
ADELAIDE,14.07,41.11,44.82,LNP,1993
ASTON,6.77,44.04,49.19,LNP,1993
BALLARAT,9.32,43.2,47.47,LNP,1993
BANKS,10.49,54.8,34.72,ALP,1993
BARKER,13.83,25.79,60.37,LNP,1993
BARTON,6.2,55.92,37.87,ALP,1993
BASS,8.88,43.8,47.32,ALP,1993
BATMAN,7.94,67.45,24.61,ALP,1993
BENDIGO,8.15,46.1,45.75,LNP,1993
BENNELONG,8.23,41.65,50.12,LNP,1993
BEROWRA,15.99,28.78,55.22,LNP,1993
BLAXLAND,6.35,69.4,24.25,ALP,1993
BONYTHON,15.72,55.6,28.69,ALP,1993
BOOTHBY,13.45,33.67,52.88,LNP,1993
BOWMAN,9.94,50.84,39.21,ALP,1993
BRADDON,8.68,41.94,49.38,LNP,1993
BRADFIELD,7.87,22.36,69.77,LNP,1993
BRAND,10.14,48.42,41.45,ALP,1993
BRISBANE,14.87,46.96,38.17,ALP,1993
BRUCE,6.41,40.74,52.85,LNP,1993
BURKE,7.22,55.39,37.39,ALP,1993
CALARE,4.46,51,44.53,ALP,1993
CALWELL,6.68,64.53,28.79,ALP,1993
CANBERRA,11.51,52.26,36.22,ALP,1993
CANNING,11.63,44.35,44.02,ALP,1993
CAPRICORNIA,20.55,40.86,38.58,ALP,1993
CASEY,7.71,39.74,52.55,LNP,1993
CHARLTON,12.27,60.9,26.83,ALP,1993
CHIFLEY,11.24,68.06,20.71,ALP,1993
CHISHOLM,8.14,41.63,50.23,LNP,1993
COOK,9.95,40.46,49.58,LNP,1993
CORANGAMITE,9.9,36.69,53.4,LNP,1993
CORINELLA,7.64,50.05,42.32,ALP,1993
CORIO,8.27,52.84,38.88,ALP,1993
COWAN,8.14,44.16,47.71,LNP,1993
COWPER,12.84,39.1,48.05,LNP,1993
CUNNINGHAM,15.04,58.59,26.36,ALP,1993
CURTIN,15.16,25.04,59.8,LNP,1993
DAWSON,15.56,38.38,46.06,LNP,1993
DEAKIN,9.43,43.16,47.4,LNP,1993
DENISON,17.38,51.27,31.35,ALP,1993
DICKSON,12.68,43.56,43.77,ALP,1993
DOBELL,6.44,53.41,40.14,ALP,1993
DUNKLEY,6.91,47.16,45.94,ALP,1993
EDEN-MONARO,7.44,47.2,45.36,ALP,1993
FADDEN,11.54,38.45,50.01,LNP,1993
FAIRFAX,14.43,30.84,54.72,LNP,1993
FARRER,4.83,29.73,65.44,LNP,1993
FISHER,15.82,35.78,48.41,LNP,1993
FLINDERS,6.93,40.12,52.96,LNP,1993
FORDE,10.93,51.76,37.31,ALP,1993
FORREST,13.22,30.71,56.07,LNP,1993
FOWLER,10.28,68.81,20.91,ALP,1993
FRANKLIN,12.05,49.2,38.75,ALP,1993
FRASER,13.39,54.42,32.18,ALP,1993
FREMANTLE,11.06,50.2,38.74,ALP,1993
GELLIBRAND,8.16,69.11,22.73,ALP,1993
GILMORE,10.5,42.69,46.81,ALP,1993
GIPPSLAND,10.13,29.33,60.54,LNP,1993
GOLDSTEIN,8.18,39.02,52.79,LNP,1993
GRAYNDLER,13.76,63.06,23.17,ALP,1993
GREENWAY,9.02,58.83,32.15,ALP,1993
GREY,13.82,38.23,47.95,LNP,1993
GRIFFITH,12.78,49.47,37.74,ALP,1993
GROOM,17.42,26.8,55.78,LNP,1993
GWYDIR,5.31,37.55,57.13,LNP,1993
HERBERT,21.05,40.56,38.39,ALP,1993
HIGGINS,7.98,34.66,57.36,LNP,1993
HINDMARSH,11.25,41.05,47.68,LNP,1993
HINKLER,14.34,42.8,42.87,LNP,1993
HOLT,6.59,56.63,36.78,ALP,1993
HOTHAM,5.39,59.3,35.3,ALP,1993
HUGHES,9.92,51.84,38.23,ALP,1993
HUME,5.41,41.79,52.8,LNP,1993
HUNTER,2.82,60.6,36.59,ALP,1993
INDI,1.85,34.36,63.79,LNP,1993
ISAACS,7.07,42.38,50.55,LNP,1993
JAGAJAGA,9.26,50.14,40.61,ALP,1993
KALGOORLIE,11.03,54.36,34.61,ALP,1993
KENNEDY,9.55,41.99,48.46,LNP,1993
KINGSFORD SMITH,9.09,59.15,31.77,ALP,1993
KINGSTON,13.5,44.45,42.04,ALP,1993
KOOYONG,8.62,30.25,61.13,LNP,1993
LA TROBE,11.29,40.54,48.17,LNP,1993
LALOR,5.33,64.29,30.39,ALP,1993
LEICHHARDT,12.45,41.96,45.59,ALP,1993
LILLEY,10.26,49.94,39.79,ALP,1993
LINDSAY,4.84,58.55,36.61,ALP,1993
LOWE,10.94,47.51,41.56,ALP,1993
LYNE,6,40.63,53.37,LNP,1993
LYONS,8.74,47.43,43.83,ALP,1993
MACARTHUR,8.92,46.51,44.56,ALP,1993
MACKELLAR,10.16,33.23,56.61,LNP,1993
MACQUARIE,13.14,42.49,44.36,ALP,1993
MAKIN,12.02,46.79,41.19,ALP,1993
MALLEE,3.34,26.52,70.14,LNP,1993
MARANOA,12.67,25.07,62.26,LNP,1993
MARIBYRNONG,5.72,65.09,29.19,ALP,1993
MAYO,18.69,27.33,53.98,LNP,1993
MCEWEN,7.7,45.34,46.96,ALP,1993
MCMILLAN,10.48,45.66,43.86,ALP,1993
MCPHERSON,9.8,35.79,54.41,LNP,1993
MELBOURNE,10.29,65.73,23.99,ALP,1993
MELBOURNE PORTS,9.61,48.65,41.74,ALP,1993
MENZIES,5.31,37.32,57.37,LNP,1993
MITCHELL,6.92,28.19,64.89,LNP,1993
MONCRIEFF,9.55,32.38,58.07,LNP,1993
MOORE,10.21,34.97,54.81,LNP,1993
MORETON,11.71,44.49,43.79,ALP,1993
MURRAY,6.1,26.59,67.31,LNP,1993
NEW ENGLAND,13.09,34.21,52.7,LNP,1993
NEWCASTLE,15.84,56.67,27.51,ALP,1993
NORTH SYDNEY,37.07,16.99,45.94,OTH,1993
NORTHERN TERRITORY,0,55.31,44.69,ALP,1993
O'CONNOR,10.1,21.64,68.26,LNP,1993
OXLEY,16.07,52.7,31.22,ALP,1993
PAGE,12.03,41.83,46.14,ALP,1993
PARKES,6.98,45.52,47.5,LNP,1993
PARRAMATTA,8.56,49.24,42.21,ALP,1993
PATERSON,10.44,47.5,42.06,ALP,1993
PEARCE,12.6,32.58,54.81,LNP,1993
PERTH,14.8,46.37,38.82,ALP,1993
PETRIE,12.84,44.14,43.01,ALP,1993
PORT ADELAIDE,13.54,53.47,33,ALP,1993
PROSPECT,8.51,65.37,26.11,ALP,1993
RANKIN,11.68,45.19,43.13,ALP,1993
REID,7.39,64.71,27.9,ALP,1993
RICHMOND,8.95,44.21,46.84,ALP,1993
RIVERINA,4.21,33.59,62.21,LNP,1993
ROBERTSON,8.54,50.15,41.3,ALP,1993
RYAN,13.55,30.43,56.01,LNP,1993
SCULLIN,9.65,62.33,28.03,ALP,1993
SHORTLAND,9.28,61.84,28.87,ALP,1993
STIRLING,9.43,43.44,47.13,LNP,1993
STURT,26.36,34.23,39.41,LNP,1993
SWAN,10.76,44.01,45.22,ALP,1993
SYDNEY,15.54,58.48,25.98,ALP,1993
TANGNEY,11.4,31.58,57.02,LNP,1993
THROSBY,24.69,58.44,16.87,ALP,1993
WAKEFIELD,16.8,26.12,57.08,LNP,1993
WANNON,8.07,36.47,55.46,LNP,1993
WARRINGAH,10.1,33.8,56.1,LNP,1993
WATSON,9.98,59.56,30.46,ALP,1993
WENTWORTH,10.52,36.81,52.67,LNP,1993
WERRIWA,8.1,61.4,30.5,ALP,1993
WIDE BAY,14.36,32.94,52.71,LNP,1993
WILLS,33.43,41.88,24.68,OTH,1993
ADELAIDE,7.5,49.5,43,ALP,1975
ADELAIDE,10.8,50.9,38.3,ALP,1977
ADELAIDE,11.7,52.1,36.2,ALP,1980
ADELAIDE,9.8,55.8,34.4,ALP,1983
ADELAIDE,8.2,55.3,36.5,ALP,1984
ADELAIDE,10.5,48.9,40.6,ALP,1987
ADELAIDE,19.7,40.5,39.8,ALP,1990
ANGAS,5,26.9,68.1,LNP,1975
ASTON,9.4,51.1,39.4,ALP,1984
ASTON,8.1,48.4,43.6,ALP,1987
ASTON,15.3,36.3,48.4,LNP,1990
BALACLAVA,8.3,32.9,58.8,LNP,1975
BALACLAVA,20.4,29,50.6,LNP,1977
BALACLAVA,12.2,36.2,51.6,LNP,1980
BALACLAVA,8.9,41,50.1,LNP,1983
BALLAARAT,10,39.1,50.9,LNP,1975
BALLARAT,14.9,37,48,LNP,1977
BALLARAT,8.8,45.2,46,ALP,1980
BALLARAT,5.2,50.7,44.1,ALP,1983
BALLARAT,4.6,49.4,45.9,ALP,1984
BALLARAT,4.6,47.1,48.3,ALP,1987
BALLARAT,12.9,40.8,46.3,LNP,1990
BANKS,4.4,51.7,43.9,ALP,1975
BANKS,13.7,48.6,37.7,ALP,1977
BANKS,9.6,53.6,36.8,ALP,1980
BANKS,6.6,57.8,35.5,ALP,1983
BANKS,7.4,57.4,35.1,ALP,1984
BANKS,7.8,52.8,39.4,ALP,1987
BANKS,16.6,48.6,35,ALP,1990
BARKER,4.4,30.6,64.9,LNP,1975
BARKER,8.7,27.9,63.4,LNP,1977
BARKER,5.6,28.9,65.6,LNP,1980
BARKER,5.4,32.4,62.2,LNP,1983
BARKER,5.3,34.6,60.2,LNP,1984
BARKER,8.3,33.3,58.4,LNP,1987
BARKER,13.1,29.1,57.8,LNP,1990
BARTON,2.5,44.1,53.5,LNP,1975
BARTON,10.6,41,48.4,LNP,1977
BARTON,6.5,47.1,46.4,LNP,1980
BARTON,9,49.7,41.4,ALP,1983
BARTON,6.5,48.5,45,ALP,1984
BARTON,6.6,48.5,45,ALP,1987
BARTON,13.4,45.1,41.6,ALP,1990
BASS,2.2,34.6,63.1,LNP,1975
BASS,7.6,36.7,55.7,LNP,1977
BASS,2.5,44.5,53,LNP,1980
BASS,9.7,36.8,53.5,LNP,1983
BASS,5,43,52,LNP,1984
BASS,5.4,42.9,51.8,LNP,1987
BASS,12.2,37.9,49.9,LNP,1990
BATMAN,7.4,53.8,38.8,ALP,1975
BATMAN,15.3,47.3,37.4,ALP,1977
BATMAN,13.4,55.5,31.1,ALP,1980
BATMAN,7.5,63.7,28.8,ALP,1983
BATMAN,7.7,71.6,20.8,ALP,1984
BATMAN,11.6,64,24.3,ALP,1987
BATMAN,20.7,51.8,27.5,ALP,1990
BENDIGO,4.9,42.5,52.6,LNP,1975
BENDIGO,17.4,34.5,48,LNP,1977
BENDIGO,8.8,44,47.3,LNP,1980
BENDIGO,7,49.7,43.2,ALP,1983
BENDIGO,5.4,49.1,45.6,ALP,1984
BENDIGO,4.7,48.5,46.9,ALP,1987
BENDIGO,12.2,40.5,47.3,LNP,1990
BENNELONG,4.1,35.4,60.5,LNP,1975
BENNELONG,13.8,30,56.2,LNP,1977
BENNELONG,9.9,36.3,53.9,LNP,1980
BENNELONG,14.2,35.5,50.3,LNP,1983
BENNELONG,8.6,37.2,54.2,LNP,1984
BENNELONG,9.2,33.8,56.9,LNP,1987
BENNELONG,18.6,28.6,52.8,LNP,1990
BEROWRA,3.6,28,68.4,LNP,1975
BEROWRA,12.6,24.5,62.9,LNP,1977
BEROWRA,9.1,29.5,61.4,LNP,1980
BEROWRA,8.9,31,60.1,LNP,1983
BEROWRA,9.3,30.6,60.2,LNP,1984
BEROWRA,9.5,28.1,62.4,LNP,1987
BEROWRA,23.4,24.3,52.4,LNP,1990
BLAXLAND,2.4,59.8,37.8,ALP,1975
BLAXLAND,12.8,54.2,33,ALP,1977
BLAXLAND,9.5,59.6,31,ALP,1980
BLAXLAND,4.4,62.9,32.7,ALP,1983
BLAXLAND,7.3,61.8,30.9,ALP,1984
BLAXLAND,13.1,53.2,33.6,ALP,1987
BLAXLAND,13.2,55.3,31.5,ALP,1990
BONYTHON,11.9,50.7,37.4,ALP,1975
BONYTHON,18.6,50.5,30.8,ALP,1977
BONYTHON,13,54.4,32.7,ALP,1980
BONYTHON,8.8,60.5,30.7,ALP,1983
BONYTHON,9.4,64,26.6,ALP,1984
BONYTHON,10.8,61.3,27.9,ALP,1987
BONYTHON,21.7,52.1,26.2,ALP,1990
BOOTHBY,11.1,30.8,58.1,LNP,1975
BOOTHBY,16.8,25.8,57.4,LNP,1977
BOOTHBY,14.1,29.7,56.2,LNP,1980
BOOTHBY,10.9,34,55.1,LNP,1983
BOOTHBY,9.8,35,55.1,LNP,1984
BOOTHBY,10.8,32.1,57.1,LNP,1987
BOOTHBY,22.4,26.3,51.4,LNP,1990
BOWMAN,1.3,42.2,56.5,LNP,1975
BOWMAN,10.2,39.7,50,LNP,1977
BOWMAN,5.3,45.9,48.8,LNP,1980
BOWMAN,4,49.7,46.3,ALP,1983
BOWMAN,6.5,51.6,41.9,ALP,1984
BOWMAN,10.7,48.3,41.1,ALP,1987
BOWMAN,16.2,46.3,37.5,ALP,1990
BRADDON,1.1,45.4,53.5,LNP,1975
BRADDON,0,41.8,58.2,LNP,1977
BRADDON,0,44.9,55.1,LNP,1980
BRADDON,3.4,35.4,61.2,LNP,1983
BRADDON,3.9,43.4,52.7,LNP,1984
BRADDON,0,42.1,57.9,LNP,1987
BRADDON,9.1,35.4,55.5,LNP,1990
BRADFIELD,3.9,18.2,77.9,LNP,1975
BRADFIELD,13.1,14.2,72.6,LNP,1977
BRADFIELD,7.3,17.6,75.1,LNP,1980
BRADFIELD,6.8,21.1,72.1,LNP,1983
BRADFIELD,7.8,20.7,71.5,LNP,1984
BRADFIELD,9,19.4,71.6,LNP,1987
BRADFIELD,18.2,18.3,63.6,LNP,1990
BRAND,3.3,53.5,43.1,ALP,1984
BRAND,7.1,52.2,40.7,ALP,1987
BRAND,18,42.8,39.2,ALP,1990
BRISBANE,1.8,45.3,52.9,LNP,1975
BRISBANE,11.6,41.3,47.1,LNP,1977
BRISBANE,7.3,48.1,44.7,ALP,1980
BRISBANE,8,50.4,41.5,ALP,1983
BRISBANE,6.2,50.3,43.5,ALP,1984
BRISBANE,7.4,51.2,41.5,ALP,1987
BRISBANE,15.9,45.7,38.4,ALP,1990
BRUCE,5.9,36.9,57.2,LNP,1975
BRUCE,18.5,31.1,50.4,LNP,1977
BRUCE,12.9,38.3,48.8,LNP,1980
BRUCE,7.8,44.3,47.9,LNP,1983
BRUCE,9.7,43.6,46.7,LNP,1984
BRUCE,9.5,43,47.5,LNP,1987
BRUCE,16.8,31.3,52,LNP,1990
BURKE,8.8,54.2,37,ALP,1975
BURKE,17.3,50.4,32.3,ALP,1977
BURKE,7.7,54.1,38.2,ALP,1980
BURKE,7.1,60.9,32,ALP,1983
BURKE,6.8,48.7,44.5,ALP,1984
BURKE,7.2,49.3,43.4,ALP,1987
BURKE,15.8,42.9,41.3,ALP,1990
CALARE,0,36.8,63.2,LNP,1975
CALARE,7.5,40.5,52,LNP,1977
CALARE,3.7,46.3,50,LNP,1980
CALARE,4.5,50.6,44.9,ALP,1983
CALARE,10.8,49.8,39.4,ALP,1984
CALARE,5.2,48.9,45.9,ALP,1987
CALARE,10.6,46.2,43.2,ALP,1990
CALWELL,6.3,68.8,24.9,ALP,1984
CALWELL,9.9,61.1,29,ALP,1987
CALWELL,21.6,45.5,32.8,ALP,1990
CANBERRA,5.3,45.2,49.4,LNP,1975
CANBERRA,15.9,40.8,43.2,LNP,1977
CANBERRA,5.5,52.4,42.1,ALP,1980
CANBERRA,3.4,62.2,34.4,ALP,1983
CANBERRA,15,51.6,33.4,ALP,1984
CANBERRA,14.5,53.9,31.7,ALP,1987
CANBERRA,17.7,43.8,38.5,ALP,1990
CANNING,0,30,69.9,LNP,1975
CANNING,12.6,26.9,60.4,LNP,1977
CANNING,10.7,42,47.3,LNP,1980
CANNING,4.3,54.8,40.9,ALP,1983
CANNING,6.2,50.6,43.2,ALP,1984
CANNING,6.6,49.1,44.3,ALP,1987
CANNING,18.7,40.5,40.8,ALP,1990
CAPRICORNIA,0,48.3,51.7,LNP,1975
CAPRICORNIA,3.9,48.9,47.2,ALP,1977
CAPRICORNIA,3.8,50.9,45.3,ALP,1980
CAPRICORNIA,3.1,54.4,42.3,ALP,1983
CAPRICORNIA,3.4,50.9,45.7,ALP,1984
CAPRICORNIA,2.7,54,43.2,ALP,1987
CAPRICORNIA,12,50.5,37.5,ALP,1990
CASEY,6.1,40.9,53,LNP,1975
CASEY,21.4,30.3,48.3,LNP,1977
CASEY,15.4,39.2,45.4,LNP,1980
CASEY,9.9,46,44.1,ALP,1983
CASEY,10.6,44.2,45.2,LNP,1984
CASEY,8.8,43.1,48,LNP,1987
CASEY,21.7,29.8,48.5,LNP,1990
CHARLTON,10.3,62.3,27.4,ALP,1984
CHARLTON,15,57.7,27.3,ALP,1987
CHARLTON,24.9,54.4,20.7,ALP,1990
CHIFLEY,0,61.8,38.2,ALP,1975
CHIFLEY,12.7,60,27.2,ALP,1977
CHIFLEY,7.8,65.2,27,ALP,1980
CHIFLEY,16,61.2,22.8,ALP,1983
CHIFLEY,5.8,66.6,27.6,ALP,1984
CHIFLEY,8.5,64.3,27.3,ALP,1987
CHIFLEY,15.4,59.6,25,ALP,1990
CHISHOLM,7.2,35.7,57,LNP,1975
CHISHOLM,22,31.5,46.5,LNP,1977
CHISHOLM,11.8,41.1,47.1,LNP,1980
CHISHOLM,9.7,48.2,42.1,ALP,1983
CHISHOLM,9,45.6,45.4,ALP,1984
CHISHOLM,8,43.9,48.1,LNP,1987
CHISHOLM,17.4,34.2,48.5,LNP,1990
COOK,3.5,40.5,56,LNP,1975
COOK,11.5,36.9,51.6,LNP,1977
COOK,7.2,40.7,52.1,LNP,1980
COOK,1.7,49.2,49,LNP,1983
COOK,5.7,41.8,52.5,LNP,1984
COOK,5.9,40.4,53.7,LNP,1987
COOK,16,33.9,50.2,LNP,1990
CORANGAMITE,5.4,29.6,65,LNP,1975
CORANGAMITE,15.1,26.4,58.5,LNP,1977
CORANGAMITE,12,31.3,56.6,LNP,1980
CORANGAMITE,0,41.8,58.2,LNP,1983
CORANGAMITE,6.9,41.9,51.2,LNP,1984
CORANGAMITE,6.3,41.2,52.5,LNP,1987
CORANGAMITE,15.2,30.6,54.2,LNP,1990
CORINELLA,17.3,38.3,44.3,LNP,1990
CORIO,4.9,49,46.2,ALP,1975
CORIO,11.4,48.4,40.3,ALP,1977
CORIO,8.6,56.6,34.8,ALP,1980
CORIO,4.8,60.1,35,ALP,1983
CORIO,5.1,59.2,35.7,ALP,1984
CORIO,12.5,54.9,32.6,ALP,1987
CORIO,17.8,43.9,38.3,ALP,1990
COWAN,5.8,51.2,43,ALP,1984
COWAN,0,52,48.1,ALP,1987
COWAN,17.3,39.9,42.7,ALP,1990
COWPER,4,33.7,62.3,LNP,1975
COWPER,0,36.1,63.9,LNP,1977
COWPER,5,40.4,54.5,LNP,1980
COWPER,8.8,42.9,48.4,LNP,1983
COWPER,8.8,41.1,50.1,LNP,1984
COWPER,14.4,35.3,50.3,LNP,1987
COWPER,21.4,31.2,47.5,LNP,1990
CUNNINGHAM,1.9,61.7,36.4,ALP,1975
CUNNINGHAM,15.2,53.5,31.3,ALP,1977
CUNNINGHAM,13.6,55.9,30.5,ALP,1980
CUNNINGHAM,12.5,63.2,24.3,ALP,1983
CUNNINGHAM,11.9,62.8,25.3,ALP,1984
CUNNINGHAM,11.4,59.1,29.5,ALP,1987
CUNNINGHAM,33.8,44.4,21.8,ALP,1990
CURTIN,0,33.7,66.3,LNP,1975
CURTIN,16.9,24.4,58.8,LNP,1977
CURTIN,8.3,32.8,58.9,LNP,1980
CURTIN,6.9,41.4,51.7,LNP,1983
CURTIN,7.6,36.2,56.2,LNP,1984
CURTIN,8.1,33.3,58.6,LNP,1987
CURTIN,22.2,22.9,54.9,LNP,1990
DARLING,1.3,56.8,41.9,ALP,1975
DARLING DOWNS,0,30.6,69.4,LNP,1975
DARLING DOWNS,2.4,29.6,68.1,LNP,1977
DARLING DOWNS,6.8,29.9,63.3,LNP,1980
DARLING DOWNS,5.7,32.6,61.7,LNP,1983
DAWSON,1.4,45.8,52.8,LNP,1975
DAWSON,2.2,41.9,55.9,LNP,1977
DAWSON,4.8,45.2,50.1,LNP,1980
DAWSON,1.8,48.1,50.1,LNP,1983
DAWSON,3.2,44.7,52.1,LNP,1984
DAWSON,0,46.9,53.2,LNP,1987
DAWSON,8,42.9,49.1,LNP,1990
DEAKIN,7.6,37.9,54.5,LNP,1975
DEAKIN,21.5,32.4,46.1,LNP,1977
DEAKIN,14.9,41.4,43.7,LNP,1980
DEAKIN,10.8,47.7,41.5,ALP,1983
DEAKIN,8.1,45.2,46.8,LNP,1984
DEAKIN,7.3,44.1,48.5,LNP,1987
DEAKIN,21,34.3,44.7,LNP,1990
DENISON,1,44.8,54.2,LNP,1975
DENISON,4.4,44.7,50.9,LNP,1977
DENISON,3.9,45.9,50.2,LNP,1980
DENISON,4.1,41.5,54.4,LNP,1983
DENISON,7,44.9,48.1,LNP,1984
DENISON,7.3,48.3,44.4,ALP,1987
DENISON,14.8,45,40.2,ALP,1990
DIAMOND VALLEY,5.7,39.3,55,LNP,1975
DIAMOND VALLEY,20.3,31.2,48.5,LNP,1977
DIAMOND VALLEY,11,40.4,48.6,LNP,1980
DIAMOND VALLEY,8.1,46.4,45.5,ALP,1983
DOBELL,7.5,56.2,36.3,ALP,1984
DOBELL,8.9,53.1,38,ALP,1987
DOBELL,16.3,51.1,32.6,ALP,1990
DUNDAS,12.3,33.9,53.8,LNP,1977
DUNDAS,9.1,37.7,53.2,LNP,1980
DUNDAS,5.5,44.4,50.1,LNP,1983
DUNDAS,8.8,36,55.2,LNP,1984
DUNDAS,9.2,33.4,57.4,LNP,1987
DUNDAS,19.8,30.7,49.4,LNP,1990
DUNKLEY,7.2,46.4,46.3,ALP,1984
DUNKLEY,10.7,46.7,42.6,ALP,1987
DUNKLEY,18.5,37.6,43.8,LNP,1990
EDEN-MONARO,1.6,43.5,54.9,LNP,1975
